"REPOSITORY_VERSION","ID","COMPOSITION_ITEM_ID","ITEM_ID"
"1858748199830560768_v1",ff68665c-84c5-4cf1-a65d-2a1529ec371a,e870e947-ca6d-45c8-8209-dffb5c9bdad3,fb90be55-23dd-455d-afe9-44f18267aa8e
"1858748199830560768_v1",a0fcb06f-4dac-4c59-beac-16c095a607e7,e870e947-ca6d-45c8-8209-dffb5c9bdad3,"5835e9fe-35f3-4974-88e3-61025105010e"
"1858748199830560768_v1","51ef1489-7024-4bf4-a874-e0128f272bf6",e870e947-ca6d-45c8-8209-dffb5c9bdad3,"8ee5faf0-e542-4b92-b412-cca6c6d9bd38"
"1858748199830560768_v1",c55189dd-3b1c-4dba-915f-6c0aaf1a15b7,e870e947-ca6d-45c8-8209-dffb5c9bdad3,"88d81156-720d-403e-8e82-50fa47d098e0"
"1858748199830560768_v1",d4ca9017-568c-4c73-b928-1d96d11585a8,e870e947-ca6d-45c8-8209-dffb5c9bdad3,d034284a-7cd2-40d9-8ab6-e14428fa35ef
"1858748199830560768_v1",cc9ddfc6-7265-435b-80bd-51728f5377c9,e870e947-ca6d-45c8-8209-dffb5c9bdad3,c2a9a073-03cf-460b-ab79-2509bcc1834c
"1858748199830560768_v1","435e4d14-1207-4272-8557-06024f05f8ae",af1047c9-a19d-4289-a6e9-7bab903c597e,"7b16cd54-41ad-48de-a2e7-3ba5535ea669"
"1858748199830560768_v1",e88e022e-e9f4-48c6-9643-43a2a95e9f97,"7b16cd54-41ad-48de-a2e7-3ba5535ea669","8970907e-d7d9-4731-9146-d0f5cc499e85"
"1858748199830560768_v1","64d4ea2d-53fb-446c-9510-29e6beaa2c47","7b16cd54-41ad-48de-a2e7-3ba5535ea669",d6391045-e50c-4ec5-8583-95d3405e0611
"1858748199830560768_v1","429a1485-efba-47c9-a62e-5871ee5e1307","7b16cd54-41ad-48de-a2e7-3ba5535ea669","7a37d0e1-23d2-4108-bc8f-2c0c4d35074b"
"1858748199830560768_v1","510c0f20-ca54-4cd1-b89d-9e15f0c37b6f","7b16cd54-41ad-48de-a2e7-3ba5535ea669","35843ee9-19e2-4caf-8e26-2a422afd4ca2"
"1858748199830560768_v1",e031a1c6-e416-461a-8c05-969e8fe7ba70,"7b16cd54-41ad-48de-a2e7-3ba5535ea669","75a927d2-8093-4d0b-b0bb-5fe43eb2c5a0"
